market,alias,name,id,conf_name,conf_alias,conf_id,venue_capacity
Howard,HOW,Bison,22fbe5dc-c6db-4675-b3a3-2d8af7f5d313,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,2700
Bethune-Cookman,COOK,Wildcats,0796c3b6-5308-4aa0-8fdc-c65d39b043c6,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,3000
Morgan State,MORG,Bears,576b816b-5b9a-4768-a62b-f8435a8272c2,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,4250
North Carolina A&T,NCAT,Aggies,53aaac6a-796e-41a6-a04e-6ce74c5717f8,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,5700
Maryland-Eastern Shore,UMES,Hawks,d20216d8-161c-46e3-b8d2-92208ddf5acf,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,5500
Coppin State,COPP,Eagles,5f9a90a2-3926-404e-8c8a-d9f22ad6907d,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,4100
Florida A&M,FAMU,Rattlers,cec2527e-5e1e-4817-a628-35666ef13b6e,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,9639
Hampton,HAMP,Pirates,161354af-1f3e-4d58-88f7-e016ec74b7b6,Mid Eastern Athletic,MEAC,852139a9-389c-4eca-9760-ec13f014ca8d,7200
Jackson State,JKST,Tigers,c444e03b-d16b-48b2-9b18-823c2647d41d,Southwestern Athletic,SWAC,7be69d78-bd13-4bfa-ae33-a6e48131a28f,8000
Alabama A&M,AAMU,Bulldogs,949c3398-85e4-4c63-ba71-9a82e06ddea4,Southwestern Athletic,SWAC,7be69d78-bd13-4bfa-ae33-a6e48131a28f,6000
Alcorn State,ALCN,Braves,1bddc811-44cf-4e53-b4ab-11c8dc82c9de,Southwestern Athletic,SWAC,7be69d78-bd13-4bfa-ae33-a6e48131a28f,7000
Mississippi Valley State,MVSU,Delta Devils,5873529e-e5e3-4a06-8a03-fa4cbe509880,Southwestern Athletic,SWAC,7be69d78-bd13-4bfa-ae33-a6e48131a28f,5000
Grambling State,GRAM,Tigers,6776c7e6-f4c2-47bd-99e5-39fc179a3197,Southwestern Athletic,SWAC,7be69d78-bd13-4bfa-ae33-a6e48131a28f,7500
Southern University,SOU,Jaguars,a3b13d27-ec14-4a7d-88a2-0bc9f7b58984,Southwestern Athletic,SWAC,7be69d78-bd13-4bfa-ae33-a6e48131a28f,7500
Arkansas-Pine Bluff,ARPB,Golden Lions,1394dd8a-040e-4509-9ee3-761d60eaf6c9,Southwestern Athletic,SWAC,7be69d78-bd13-4bfa-ae33-a6e48131a28f,4500
Prairie View A&M,PV,Panthers,91ec9ba2-12e5-4a75-9410-a166c82163fd,Southwestern Athletic,SWAC,7be69d78-bd13-4bfa-ae33-a6e48131a28f,6500
Alabama State,ALST,Hornets,267d417a-8f85-4c87-a15a-068c089a74c6,Southwestern Athletic,SWAC,7be69d78-bd13-4bfa-ae33-a6e48131a28f,7400
Texas Southern,TXSO,Tigers,eb157f98-0697-459c-9293-ddb162ceb28b,Southwestern Athletic,SWAC,7be69d78-bd13-4bfa-ae33-a6e48131a28f,8100
Iona,IONA,Gaels,255c2a87-40c0-4989-bbb9-d286aac5d28e,Metro Atlantic Athletic,MAAC,ec86f5b1-17c7-470f-9bcd-b86f61b76945,2611
Canisius,CAN,Golden Griffins,0113eea0-c943-4fff-9780-ae0fb099e7ef,Metro Atlantic Athletic,MAAC,ec86f5b1-17c7-470f-9bcd-b86f61b76945,2176
Manhattan,MAN,Jaspers,7a270923-01d6-4a6f-a93e-e8786266d502,Metro Atlantic Athletic,MAAC,ec86f5b1-17c7-470f-9bcd-b86f61b76945,2345
Siena,SIE,Saints,aba39ad0-6d9f-4946-bf7e-5c63bf966ce6,Metro Atlantic Athletic,MAAC,ec86f5b1-17c7-470f-9bcd-b86f61b76945,15229
Quinnipiac,QUIN,Bobcats,6a8d2a24-2128-47a0-913f-3d29e9d6592c,Metro Atlantic Athletic,MAAC,ec86f5b1-17c7-470f-9bcd-b86f61b76945,3570
Marist,MRST,Red Foxes,15d31915-fbd6-4ae3-8e4b-f3b563c56a18,Metro Atlantic Athletic,MAAC,ec86f5b1-17c7-470f-9bcd-b86f61b76945,3200
Rider,RID,Broncs,0b73b9b9-1e29-4b14-b5d8-0405fe942e32,Metro Atlantic Athletic,MAAC,ec86f5b1-17c7-470f-9bcd-b86f61b76945,1950
Fairfield,FAIR,Stags,a381465b-4530-4a00-a50c-5253cd7695a0,Metro Atlantic Athletic,MAAC,ec86f5b1-17c7-470f-9bcd-b86f61b76945,9000
St. Peter's,SPC,Peacocks,e66d7ed2-9b4c-48c8-adaa-a276793b057d,Metro Atlantic Athletic,MAAC,ec86f5b1-17c7-470f-9bcd-b86f61b76945,3200
Monmouth,MONM,Hawks,3db7336c-c18a-441b-912e-e2a4408f12ea,Metro Atlantic Athletic,MAAC,ec86f5b1-17c7-470f-9bcd-b86f61b76945,4100
Niagara,NIAG,Purple Eagles,f7575278-12ec-494a-b544-427c1759d43d,Metro Atlantic Athletic,MAAC,ec86f5b1-17c7-470f-9bcd-b86f61b76945,2400
